Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0751171R;E.E.PU ANNETTE ZAIDMAN - Ecole élémentaire 159 avenue Parmentier;Ecole;Public;159 avenue Parmentier;;75010 PARIS;75010;75110;Paris 10e  Arrondissement;075;01;11;0;1;;;;0142088263;;;ce.0751171R@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001602015;;;48.87169619806823, 2.3696029274704826;SANS OBJET;Paris;Paris;Ile-de-France;653759.3;6863703.5;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 10B Recollets;48.87169619806823;2.3696029274704826;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0754867H;;;0750099A;;;01000;BASSIN PARIS
0751183D;E.P.PU CHARLES AZNAVOUR - Ecole Polyvalente 21 rue de Pontoise;Ecole;Public;21 rue de Pontoise;;75005 PARIS;75005;75105;Paris  5e  Arrondissement;075;01;11;1;1;;;;0143545365;;;ce.0751183D@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001601397;;;48.84875026705333, 2.351264325119174;SANS OBJET;Paris;Paris;Ile-de-France;652393.2;6861163.0;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 5-6 Luxembourg-Sorbonne;48.84875026705333;2.351264325119174;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751032P;;;0750078C;;;01000;BASSIN PARIS
0751196T;E.E.PU REPUBLIQUE EB 100 avenue de la République;Ecole;Public;100 avenue de la République;;75011 PARIS;75011;75111;Paris 11e  Arrondissement;075;01;11;0;1;;;;0147007516;;;ce.0751196T@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001605299;;;48.863557402957156, 2.3827613683919484;SANS OBJET;Paris;Paris;Ile-de-France;654717.4;6862790.9;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 11A Voltaire;48.863557402957156;2.3827613683919484;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751196T;;;0750081F;;;01000;BASSIN PARIS
0751200X;E.M.PU RICAUT 8 rue Ricaut;Ecole;Public;8 rue Ricaut;;75013 PARIS;75013;75113;Paris 13e  Arrondissement;075;01;11;1;0;;;;0145853675;;;ce.0751200X@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001601165;;;48.82985098635362, 2.361454700549364;SANS OBJET;Paris;Paris;Ile-de-France;653124.0;6859055.5;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 13C Austerlitz;48.82985098635362;2.361454700549364;Numéro de rue;1966-09-30;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0753188H;;;0752305Y;;;01000;BASSIN PARIS
0751201Y;E.E.A.PU ROMAINVILLE EB 59 rue de Romainville;Ecole;Public;59 rue de Romainville;;75019 PARIS;75019;75119;Paris 19e  Arrondissement;075;01;11;0;1;;;;0142084075;;;ce.0751201Y@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605869;;;48.87737789187497, 2.4032323235994575;SANS OBJET;Paris;Paris;Ile-de-France;656230.8;6864316.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 19A Amérique;48.87737789187497;2.4032323235994575;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;153;ECOLE ELEMENTAIRE D APPLICATION;99;0751201Y;;;0750086L;;;01000;BASSIN PARIS
0751203A;E.E.PU EMERIAU 10 rue Emeriau;Ecole;Public;10 rue Emeriau;;75015 PARIS;75015;75115;Paris 15e  Arrondissement;075;01;11;0;1;;;;0156771300;;;ce.0751203A@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001617179;;;48.851593880994756, 2.28812559803422;SANS OBJET;Paris;Paris;Ile-de-France;647762.8;6861519.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 15B Grenelle;48.851593880994756;2.28812559803422;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0750916N;;;0750079D;;;01000;BASSIN PARIS
0751210H;E.E.A.PU SIMON BOLIVAR EB 119 avenue Simon Bolivar;Ecole;Public;119 avenue Simon Bolivar;;75019 PARIS;75019;75119;Paris 19e  Arrondissement;075;01;11;0;1;;;;0142081983;;;ce.0751210H@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001600613;;;48.879837636015125, 2.3741867637464917;SANS OBJET;Paris;Paris;Ile-de-France;654102.7;6864606.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 19D Combat;48.879837636015125;2.3741867637464917;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;153;ECOLE ELEMENTAIRE D APPLICATION;99;0750994Y;;;0754396W;;;01000;BASSIN PARIS
0751211J;E.E.PU ST BERNARD 31 rue Saint Bernard;Ecole;Public;31 rue Saint Bernard;;75011 PARIS;75011;75111;Paris 11e  Arrondissement;075;01;11;0;1;;;;0143709947;;;ce.0751211J@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604755;;;48.85270337521097, 2.380883861254858;SANS OBJET;Paris;Paris;Ile-de-France;654570.2;6861585.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 11A Voltaire;48.85270337521097;2.380883861254858;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0752637J;;;0750081F;;;01000;BASSIN PARIS
0751212K;E.E.PU ST CHARLES 195 rue Saint Charles;Ecole;Public;195 rue Saint Charles;;75015 PARIS;75015;75115;Paris 15e  Arrondissement;075;01;11;0;1;;;;0145540620;;;ce.0751212K@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604680;;;48.84040192828194, 2.280269582719008;SANS OBJET;Paris;Paris;Ile-de-France;647175.0;6860279.9;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 15C Convention;48.84040192828194;2.280269582719008;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751103S;;;0750093U;;;01000;BASSIN PARIS
0751214M;E.E.PU ST JACQUES 28 rue Saint Jacques;Ecole;Public;28 rue Saint Jacques;;75005 PARIS;75005;75105;Paris  5e  Arrondissement;075;01;11;0;1;;;;0143261565;;;ce.0751214M@ac-paris.fr;1;0;1;;;;;;;;;;;;;;;21750001601280;;;48.851335091245254, 2.3456624057981226;SANS OBJET;Paris;Paris;Ile-de-France;651984.5;6861453.8;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 5-6 Luxembourg-Sorbonne;48.851335091245254;2.3456624057981226;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751146N;;;0750078C;;;01000;BASSIN PARIS
0751226A;E.E.PU TOURTILLE 38 rue de Tourtille;Ecole;Public;38 rue de Tourtille;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;0;1;;;;0146367364;;;ce.0751226A@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP+;;21750001604482;;;48.87230759876451, 2.380425893296713;SANS OBJET;Paris;Paris;Ile-de-France;654553.7;6863765.2;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20D Belleville - Réunion;48.87230759876451;2.380425893296713;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0750912J;;;0750083H;;;01000;BASSIN PARIS
0751246X;E.M.PU SARRETTE 34 rue Sarrette;Ecole;Public;34 rue Sarrette;;75014 PARIS;75014;75114;Paris 14e  Arrondissement;075;01;11;1;0;;;;0143271254;;;ce.0751246X@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001617591;;;48.826007669267476, 2.3283992280987054;SANS OBJET;Paris;Paris;Ile-de-France;650693.8;6858648.3;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 14B-15A Montsouris-Volontaires;48.826007669267476;2.3283992280987054;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0750810Y;;;0754462T;;;01000;BASSIN PARIS
0751248Z;E.M.PU ANDRE BRECHET 21 rue André Brechet;Ecole;Public;21 rue André Brechet;;75017 PARIS;75017;75117;Paris 17e  Arrondissement;075;01;11;1;0;;;;0146279816;;;ce.0751248Z@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001604912;;;48.89885879259754, 2.326848335246739;SANS OBJET;Paris;Paris;Ile-de-France;650649.0;6866749.7;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 17B Bessières;48.89885879259754;2.326848335246739;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751064Z;;;0750090R;;;01000;BASSIN PARIS
0751249A;E.M.PU ANDRE DEL SARTE 11 rue André Del Sarte;Ecole;Public;11 rue André Del Sarte;;75018 PARIS;75018;75118;Paris 18e  Arrondissement;075;01;11;1;0;;;;0142644448;;;ce.0751249A@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604623;;;48.88571723894189, 2.3463758766534326;SANS OBJET;Paris;Paris;Ile-de-France;652068.5;6865276.4;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 18A La Chapelle;48.88571723894189;2.3463758766534326;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0750847N;;;0750088N;;;01000;BASSIN PARIS
0751250B;E.M.PU CHANTIN 22 rue Antoine Chantin;Ecole;Public;22 rue Antoine Chantin;;75014 PARIS;75014;75114;Paris 14e  Arrondissement;075;01;11;1;0;;;;0145426015;;;ce.0751250B@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604573;;;48.82728228048132, 2.3225336561230154;SANS OBJET;Paris;Paris;Ile-de-France;650264.4;6858793.7;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 14A Montparnasse;48.82728228048132;2.3225336561230154;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751029L;;;0750094V;;;01000;BASSIN PARIS
0751253E;E.M.PU ARMAND CARREL E 47 rue Armand Carrel;Ecole;Public;47 rue Armand Carrel;;75019 PARIS;75019;75119;Paris 19e  Arrondissement;075;01;11;1;0;;;;0142027651;;;ce.0751253E@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001604458;;;48.88270044792767, 2.3757846031517014;SANS OBJET;Paris;Paris;Ile-de-France;654222.4;6864923.5;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 19D Combat;48.88270044792767;2.3757846031517014;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0750994Y;;;0754396W;;;01000;BASSIN PARIS
0751257J;E.M.PU PRESENTATION 4 bis rue de la Présentation;Ecole;Public;4 bis rue de la Présentation;;75011 PARIS;75011;75111;Paris 11e  Arrondissement;075;01;11;1;0;;;;0183980413;;;ce.0751257J@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001604763;;;48.871010204708156, 2.3770276106658534;SANS OBJET;Paris;Paris;Ile-de-France;654303.3;6863622.9;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 11B Bastille;48.871010204708156;2.3770276106658534;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751415F;;;0750098Z;;;01000;BASSIN PARIS
0751258K;E.P.PU  CHAMPIONNET 113 rue Championnet;Ecole;Public;113 rue Championnet;;75018 PARIS;75018;75118;Paris 18e  Arrondissement;075;01;11;1;1;;;;0146278495;;;ce.0751258K@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001630289;;;48.89558809369979, 2.339143028629825;SANS OBJET;Paris;Paris;Ile-de-France;651547.3;6866378.4;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 18C Montmartre;48.89558809369979;2.339143028629825;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751116F;;;0753385X;;;01000;BASSIN PARIS
0751263R;E.M.PU BIDASSOA 21 rue de la Bidassoa;Ecole;Public;21 rue de la Bidassoa;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0146365124;;;ce.0751263R@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605083;;;48.86611790901911, 2.3936855064667992;SANS OBJET;Paris;Paris;Ile-de-France;655521.0;6863069.4;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20D Belleville - Réunion;48.86611790901911;2.3936855064667992;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0752644S;;;0750083H;;;01000;BASSIN PARIS
0751268W;E.P.PU ST MERRI 11 rue Saint Merri;Ecole;Public;11 rue Saint Merri;;75004 PARIS;75004;75104;Paris  4e  Arrondissement;075;01;11;1;1;;;;0148872627;;;ce.0751268W@ac-paris.fr;1;0;1;;;;;;;;;;;;;;;21750001601876;;;48.85930522423214, 2.352952507352854;SANS OBJET;Paris;Paris;Ile-de-France;652526.7;6862335.6;EPSG:2154;Circonscription d'inspection du 1er degré de Paris Centre;48.85930522423214;2.352952507352854;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0750945V;;;0750080E;;;01000;BASSIN PARIS
0751273B;E.M.PU JACQUELINE MANICOM - Ecole maternelle 20 rue des Cendriers;Ecole;Public;20 rue des Cendriers;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0146361369;;;ce.0751273B@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605026;;;48.86553826972913, 2.386885995704552;SANS OBJET;Paris;Paris;Ile-de-France;655021.7;6863008.8;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20D Belleville - Réunion;48.86553826972913;2.386885995704552;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0752644S;;;0750083H;;;01000;BASSIN PARIS
0751277F;E.M.PU CHARDON LAGACHE 64 rue Chardon Lagache;Ecole;Public;64 rue Chardon Lagache;;75016 PARIS;75016;75116;Paris 16e  Arrondissement;075;01;11;1;0;;;;0142881834;;;ce.0751277F@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604862;;;48.84236115916087, 2.264221417856412;SANS OBJET;Paris;Paris;Ile-de-France;645999.2;6860508.6;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 16 Auteuil Trocadero;48.84236115916087;2.264221417856412;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0750837C;;;0754461S;;;01000;BASSIN PARIS
0751279H;E.M.PU CHARLES HERMITE H 2 rue Charles Hermite;Ecole;Public;2 rue Charles Hermite;;75018 PARIS;75018;75118;Paris 18e  Arrondissement;075;01;11;1;0;;;;0140367296;;;ce.0751279H@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001604839;;;48.899916659837686, 2.369872296789327;SANS OBJET;Paris;Paris;Ile-de-France;653804.1;6866841.3;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 18A La Chapelle;48.899916659837686;2.369872296789327;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0755035R;;;0750088N;;;01000;BASSIN PARIS
0751285P;E.M.PU COUR DES NOUES 26 rue de la Cour des Noues;Ecole;Public;26 rue de la Cour des Noues;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0146366715;;;ce.0751285P@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001605042;;;48.86433908771264, 2.4006636123378104;SANS OBJET;Paris;Paris;Ile-de-France;656031.4;6862867.7;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20A Saint Fargeau;48.86433908771264;2.4006636123378104;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0752628Z;;;0750085K;;;01000;BASSIN PARIS
0751287S;E.M.PU DAUMESNIL S 253 bis avenue Daumesnil;Ecole;Public;253 bis avenue Daumesnil;;75012 PARIS;75012;75112;Paris 12e  Arrondissement;075;01;11;1;0;;;;0155782145;;;ce.0751287S@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001605158;;;48.837246669629494, 2.402570525186962;SANS OBJET;Paris;Paris;Ile-de-France;656148.5;6859854.2;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 12B Nation;48.837246669629494;2.402570525186962;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751150T;;;0750097Y;;;01000;BASSIN PARIS
0751297C;E.P.PU EBLE 14 rue Eblé;Ecole;Public;14 rue Eblé;;75007 PARIS;75007;75107;Paris  7e  Arrondissement;075;01;11;1;1;;;;0145671533;;;ce.0751297C@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001602221;;;48.84899489499057, 2.3129220867162408;SANS OBJET;Paris;Paris;Ile-de-France;649579.8;6861214.0;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 7-8 Invalides-Etoile;48.84899489499057;2.3129220867162408;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0751378R;;;0754742X;;;01000;BASSIN PARIS
0751300F;E.M.PU ESPERANCE 12 rue de l'Espérance;Ecole;Public;12 rue de l'Espérance;;75013 PARIS;75013;75113;Paris 13e  Arrondissement;075;01;11;1;0;;;;0145897574;;;ce.0751300F@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604540;;;48.826775963616704, 2.347941683257192;SANS OBJET;Paris;Paris;Ile-de-France;652129.2;6858721.7;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 13B Butte aux Cailles;48.826775963616704;2.347941683257192;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751089B;;;0750096X;;;01000;BASSIN PARIS
0751301G;E.M.PU EUGENE REISZ G 2 rue Eugène Reisz;Ecole;Public;2 rue Eugène Reisz;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0143715108;;;ce.0751301G@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605208;;;48.85627767995833, 2.4105025497588968;SANS OBJET;Paris;Paris;Ile-de-France;656746.5;6861965.9;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20C Charonne;48.85627767995833;2.4105025497588968;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751198V;;;0752306Z;;;01000;BASSIN PARIS
0751304K;E.M.PU F. FLOCON 3 rue Ferdinand Flocon;Ecole;Public;3 rue Ferdinand Flocon;;75018 PARIS;75018;75118;Paris 18e  Arrondissement;075;01;11;1;0;;;;0142645769;;;ce.0751304K@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001604748;;;48.89126210836147, 2.3456488987557065;SANS OBJET;Paris;Paris;Ile-de-France;652020.3;6865893.4;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 18A La Chapelle;48.89126210836147;2.3456488987557065;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0750847N;;;0750088N;;;01000;BASSIN PARIS
0751305L;E.M.PU FLEURS 61 cité des Fleurs;Ecole;Public;61 cité des Fleurs;;75017 PARIS;75017;75117;Paris 17e  Arrondissement;075;01;11;1;0;;;;0146274551;;;ce.0751305L@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605190;;;48.89354772221808, 2.3210113052876364;SANS OBJET;Paris;Paris;Ile-de-France;650216.0;6866162.8;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 17B Bessières;48.89354772221808;2.3210113052876364;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751064Z;;;0750090R;;;01000;BASSIN PARIS
0751308P;E.M.PU GAMBETTA P 29 avenue Gambetta;Ecole;Public;29 avenue Gambetta;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0146361368;;;ce.0751308P@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605075;;;48.86409395434367, 2.391826591129665;SANS OBJET;Paris;Paris;Ile-de-France;655382.9;6862845.4;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20D Belleville - Réunion;48.86409395434367;2.391826591129665;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0752644S;;;0750083H;;;01000;BASSIN PARIS
0751312U;E.M.PU GERBERT 6 rue Gerbert;Ecole;Public;6 rue Gerbert;;75015 PARIS;75015;75115;Paris 15e  Arrondissement;075;01;11;1;0;;;;0145325348;;;ce.0751312U@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604730;;;48.83956340388596, 2.2977701491808586;SANS OBJET;Paris;Paris;Ile-de-France;648458.6;6860175.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 15B Grenelle;48.83956340388596;2.2977701491808586;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751028K;;;0750079D;;;01000;BASSIN PARIS
0751318A;E.M.PU J. BOUTON 7 rue Jean Bouton;Ecole;Public;7 rue Jean Bouton;;75012 PARIS;75012;75112;Paris 12e  Arrondissement;075;01;11;1;0;;;;0144743245;;;ce.0751318A@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001602338;;;48.84565123418001, 2.376841562065462;SANS OBJET;Paris;Paris;Ile-de-France;654267.4;6860803.3;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 12A Daumesnil;48.84565123418001;2.376841562065462;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751197U;;;0754334D;;;01000;BASSIN PARIS
0751323F;E.M.PU JOURDAIN 4 rue du Jourdain;Ecole;Public;4 rue du Jourdain;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0146361307;;;ce.0751323F@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605000;;;48.874514068044746, 2.3896066557883353;SANS OBJET;Paris;Paris;Ile-de-France;655229.0;6864005.3;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20A Saint Fargeau;48.874514068044746;2.3896066557883353;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751406W;;;0750085K;;;01000;BASSIN PARIS
0751330N;E.M.PU L. M NORDMANN 140 rue Léon-Maurice Nordmann;Ecole;Public;140 rue Léon-Maurice Nordmann;;75013 PARIS;75013;75113;Paris 13e  Arrondissement;075;01;11;1;0;;;;0147070511;;;ce.0751330N@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604516;;;48.83377401840659, 2.3431813348206365;SANS OBJET;Paris;Paris;Ile-de-France;651786.2;6859502.7;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 13B Butte aux Cailles;48.83377401840659;2.3431813348206365;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0751330N;;;0750096X;;;01000;BASSIN PARIS
0751331P;E.M.PU LE VAU 8 rue Le Vau;Ecole;Public;8 rue Le Vau;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0143613980;;;ce.0751331P@ac-paris.fr;1;0;0;;;;;;;;;;;;;REP;;21750001605034;;;48.86636912415276, 2.4114011957588457;SANS OBJET;Paris;Paris;Ile-de-France;656820.8;6863087.5;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20A Saint Fargeau;48.86636912415276;2.4114011957588457;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0752628Z;;;0750085K;;;01000;BASSIN PARIS
0751337W;E.M.PU MARAICHERS 31 rue des Maraîchers;Ecole;Public;31 rue des Maraîchers;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;1;0;;;;0143729024;;;ce.0751337W@ac-paris.fr;1;0;0;;;;;;;;;;;;;;;21750001604987;;;48.850974901653125, 2.407181490114442;SANS OBJET;Paris;Paris;Ile-de-France;656498.4;6861378.1;EPSG:2154;Circonscription d'inspection du 1er degré de Paris 20C Charonne;48.850974901653125;2.407181490114442;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0755065Y;;;0752306Z;;;01000;BASSIN PARIS
