LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberOfEmployees,Latitude,Longitude,FeePaid,ExtractDate
2569757,16-110944,0,Vancouver Area Network Of Drug Users ,,Issued,15-11-04 15:04,16-12-31 0:00,Community Association,,,,380,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,03-Strathcona,3,49.28094252,-123.0958118,2,16-06-12
2569794,16-110981,0,Vancouver Area Network Of Drug Users ,,Gone Out of Business,,,Community Association,,,,380,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,02-Central Business/Downtown,3,49.28094252,-123.0958118,,16-06-12
2602240,16-143403,0,Guo Xiong Ru (Guo Ri),Dim Sum King Co ,Cancelled,,,Retail Dealer - Food,,,,388,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,03-Strathcona,1,49.28094252,-123.0958118,,16-06-12
2602322,16-143485,0,Satinder Kaur Hussain (Satinder Hussain),S Amen Food Store ,Issued,16-02-10 14:40,16-12-31 0:00,Retail Dealer - Food,Convenience Store,,,384,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,03-Strathcona,0,49.28094252,-123.0958118,348,16-06-12
2602747,16-143910,0,Eastside Pharmacy Ltd ,,Issued,16-06-07 14:54,16-12-31 0:00,Retail Dealer - Food,Small Pharmacy,,,398,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,03-Strathcona,8,49.28094252,-123.0958118,253,16-06-12
2605928,16-147089,0,Lillia Li Zhen Wong & Can Rong Xu ,Peter's Buy & Sell ,Pending,,,Secondhand Dealer,Class 1,,,388,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P4,03-Strathcona,1,49.28094252,-123.0958118,,16-06-12
2600203,16-141373,0,Koman Construction Ltd ,Koman Supply ,Issued,15-12-11 8:54,16-12-31 0:00,Retail Dealer,,,,329,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P3,03-Strathcona,6,49.28157763,-123.0968379,136,16-06-12
2674842,16-199349,0,Dixie's Restaurant Inc ,,Pending,,,Restaurant Class 1,With Liquor Service,,,337,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P3,03-Strathcona,0,49.28157375,-123.0966339,,16-06-12
2587389,16-128568,0,Provincial Rental Housing Corporation ,Walton Hotel ,Issued,16-02-10 15:58,16-12-31 0:00,Non-profit Housing,,,,261,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P2,03-Strathcona,0,49.28159689,-123.0979757,176,16-06-12
2587463,16-128642,0,The Natives Of Toi Shan Benevolent Society ,,Issued,15-12-03 15:51,16-12-31 0:00,Non-profit Housing,,,,237,E Hastings St,Vancouver,BC,CAN,V6A 1P2,03-Strathcona,0,49.28161020,-123.0987100,136,16-06-12
2602498,16-143661,0,(Gulnaz Khan),K G S Convenience ,Inactive,15-12-14 20:04,16-12-31 0:00,Retail Dealer - Food,Convenience Store,,,239,E HASTINGS ST,Vancouver,BC,CAN,V6A 1P2,03-Strathcona,3,49.28160850,-123.0986048,308,16-06-12
2602556,16-143719,0,(Ghabcheloo Hossein),Macarena Pizza & Donair ,Issued,15-12-08 11:39,16-12-31 0:00,Retail Dealer - Food,,,,237,E Hastings St,Vancouver,BC,CAN,V6A 1P2,03-Strathcona,0,49.28161020,-123.0987100,253,16-06-12
2590715,16-131894,0,Christopher Johnson & Emil Doricic & Joseph Michael Doyle ,Johnson Doricic Doyle ,Cancelled,,,Office,Barrister & Solicitor,2nd,Floor,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,3,49.28419981,-123.1000112,,16-06-12
2590865,16-132044,0,Patrick J Beirne (Patrick Beirne),,Pending,,,Office,Barrister & Solicitor,400,Unit,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,0,49.28419981,-123.1000112,,16-06-12
2591342,16-132521,0,Richard L Edgar (Richard Edgar),,Issued,15-11-28 8:25,16-12-31 0:00,Office,Barrister & Solicitor,300,Unit,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,1,49.28419981,-123.1000112,136,16-06-12
2591535,16-132713,0,Michael John Bozic ,Bozic Law Office ,Issued,16-02-01 14:37,16-12-31 0:00,Office,Barrister & Solicitor,403,Unit,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,1,49.28419981,-123.1000112,176,16-06-12
2592112,16-133290,0,Shona Anne Moore (Shona Moore),,Issued,16-01-04 13:45,16-12-31 0:00,Office,Barrister & Solicitor,300,Unit,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,1,49.28419981,-123.1000112,136,16-06-12
2626958,16-157506,0,Christopher Johnson & Joseph Michael Doyle & shelley Sugarman ,Johnson Doyle Sugarman ,Issued,16-02-09 15:27,16-12-31 0:00,Office,Barrister & Solicitor,2nd,Floor,195,ALEXANDER ST,Vancouver,BC,CAN,V6A 1N8,02-Central Business/Downtown,3,49.28419981,-123.1000112,146,16-06-12
2667820,16-192369,0,0864617 BC Ltd ,Balmoral Pub ,Issued,16-02-23 9:31,16-12-31 0:00,Temp Liquor Licence Amendment,Chg of Hours,,,159,E HASTINGS ST,Vancouver,BC,CAN,V6A 1N6,02-Central Business/Downtown,0,49.28176351,-123.1007373,323,16-06-12
2658884,16-183495,0,Dr Palwinder Dhillon Inc ,Gentle Dental Group ,Issued,16-02-24 9:27,16-12-31 0:00,Health Services,Dentist,,,189,E HASTINGS ST,Vancouver,BC,CAN,V6A 1N5,02-Central Business/Downtown,8,49.28150958,-123.1001176,189,16-06-12
2579969,16-121153,0,Dr K C Walters (K Walters),,Gone Out of Business,,,Health Services,Dentist,,,189,E Hastings St,Vancouver,BC,CAN,V6A 1N4,02-Central Business/Downtown,0,49.28150958,-123.1001176,,16-06-12
2587391,16-128570,0,Provincial Rental Housing Corporation ,Roosevelt Hotel ,Issued,15-12-16 11:05,16-12-31 0:00,Non-profit Housing,,,,166,E HASTINGS ST,Vancouver,BC,CAN,V6A 1N4,02-Central Business/Downtown,0,49.28104596,-123.1005356,136,16-06-12
2602799,16-143962,0,1031125 BC Ltd ,Eastend Grocers/Deli ,Issued,16-01-11 9:47,16-12-31 0:00,Retail Dealer - Food,Convenience Store,,,162,E HASTINGS ST,Vancouver,BC,CAN,V6A 1N4,02-Central Business/Downtown,2,49.28104858,-123.1006344,325,16-06-12
2587496,16-128675,0,Community Builders Benevolence Foundation (2013) ,,Issued,15-12-24 14:49,16-12-31 0:00,Non-profit Housing,,,,25,E HASTINGS ST,Vancouver,BC,CAN,V6A 1M9,02-Central Business/Downtown,1,49.28170247,-123.1037169,136,16-06-12
2599194,16-140365,0,DTES Community Janitorial Supplies Ltd ,,Gone Out of Business,,,Retail Dealer,Other,,,5,E HASTINGS ST,Vancouver,BC,CAN,V6A 1M9,02-Central Business/Downtown,0,49.28163592,-123.1040164,,16-06-12
2602012,16-143175,0,0760015 BC Ltd ,Knowlton's Drug Store ,Issued,15-12-17 14:08,16-12-31 0:00,Retail Dealer - Food,Pharmacy,,,15,E HASTINGS ST,Vancouver,BC,CAN,V6A 1M9,02-Central Business/Downtown,2,49.28163592,-123.1040164,253,16-06-12
2585748,16-126928,0,Big Dogs Food Services Inc ,,Issued,16-01-19 10:43,16-12-31 0:00,Manufacturer - Food,,,,1007,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M8,03-Strathcona,7,49.28220755,-123.0821860,714,16-06-12
2585783,16-126963,0,Lia Charmaine Padgett (Lia Padgett),Thirsty Whale Elixirs ,Issued,15-11-27 21:32,16-12-31 0:00,Manufacturer - Food,,,,1007,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M8,03-Strathcona,1,49.28220755,-123.0821860,1233,16-06-12
2595756,16-136930,0,Kelly Joseph McKenzie (Kelly McKenzie),Green Coast Craft Coffee ,Pending,,,Office,Street Vendor,,,1007,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M8,03-Strathcona,1,49.28220755,-123.0821860,,16-06-12
2606345,16-147505,0,Kyle Christopher Robert Thiessen (Kyle Thiessen),Luna Studios ,Pending,,,Studio,Recording Studio,103,Unit,1055,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M8,03-Strathcona,0,49.28220755,-123.0821860,,16-06-12
2562911,16-104103,0,Wagababa Pet Shop Inc ,Wagababa Dog Daycare ,Gone Out of Business,,,Animal Services,Kennel,,,868,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,3,49.28175671,-123.0856012,,16-06-12
2585281,16-126462,0,Precision Technology Services Ltd ,,Issued,16-01-12 16:00,16-12-31 0:00,Manufacturer,Other,,,866,E Cordova St,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,11,49.28175834,-123.0857045,136,16-06-12
2609191,16-150349,0,West Coast Food Pak Systems Ltd ,,Issued,15-12-09 15:06,16-12-31 0:00,Wholesale  Dealer,,,,812,E Cordova St,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,9,49.28177682,-123.0868521,136,16-06-12
2610165,16-151323,0,Tie Hua Huang (Tie Huang),Quality Foods Trading Co ,Issued,15-12-28 10:15,16-12-31 0:00,Wholesale Dealer - Food,,,,854,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,3,49.28175917,-123.0858097,364,16-06-12
2676239,16-200737,0,Tradeworks Training Society ,Tradeworks Training Centre ,Pending,,,Manufacturer,Furniture,,,882,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,7,49.28174901,-123.0850780,,16-06-12
2677575,16-202065,0,Wagababa Pet Shop Inc ,Wagababa Dog Daycare ,Issued,16-03-11 12:27,16-12-31 0:00,Animal Services,Kennel,,,868,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M4,03-Strathcona,3,49.28175671,-123.0856012,136,16-06-12
2716915,16-241198,0,Gift-A-Green Enterprises Inc ,Gift A Green ,Issued,16-06-10 14:52,16-12-31 0:00,Wholesale  Dealer,,,,780,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M3,03-Strathcona,2,49.28180136,-123.0876950,132,16-06-12
2588196,16-129375,0,Lam Marine Supplies Ltd ,,Issued,15-12-14 10:34,16-12-31 0:00,Office,Ship's Chandler,,,765,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M2,03-Strathcona,10,49.28232272,-123.0881620,136,16-06-12
2597078,16-138252,0,Jamie Scott Hellewell (Jamie Hellewell),Hellewell Painting Company ,Issued,15-11-11 10:13,16-12-31 0:00,Painter,,,,611,E CORDOVA ST,Vancouver,BC,CAN,V6A 1M1,03-Strathcona,0,49.28237314,-123.0909547,136,16-06-12
2585670,16-126850,0,Top Valu Food Products Ltd ,,Issued,15-12-10 10:02,16-12-31 0:00,Manufacturer - Food,,,,575,E CORDOVA ST,Vancouver,BC,CAN,V6A 1L8,03-Strathcona,20,49.28238781,-123.0917357,714,16-06-12
2610077,16-151235,0,United Poultry Co Ltd ,,Issued,15-12-16 14:10,16-12-31 0:00,Wholesale Dealer - Food,,,,534,E CORDOVA ST,Vancouver,BC,CAN,V6A 1L7,03-Strathcona,80,49.28188752,-123.0924903,364,16-06-12
2676220,16-200718,0,The Elizabeth Fry Society of Greater Vancouver ,,Pending,,,Retail Dealer,Other,,,373,E CORDOVA ST,Vancouver,BC,CAN,V6A 1L4,03-Strathcona,6,49.28246928,-123.0960540,,16-06-12
2585400,16-126581,0,TNT Garment Manufacturing Ltd ,Eco Apparel ,Issued,15-11-05 15:34,16-12-31 0:00,Manufacturer,Garments,,,1201,FRANKLIN ST,Vancouver,BC,CAN,V6A 1L2,03-Strathcona,33,49.28262047,-123.0789096,136,16-06-12
2571697,16-112884,0,Mindfield RPO Group Inc ,,Issued,16-01-05 12:18,16-12-31 0:00,Employment Agency,,,,110,E CORDOVA ST,Vancouver,BC,CAN,V6A 1K9,02-Central Business/Downtown,64,49.28205879,-123.1018046,136,16-06-12
2579064,16-120249,0,Pony Hair Salon Ltd ,,Issued,16-02-01 16:57,16-12-31 0:00,Health and Beauty,Beauty Salon,,,73,E CORDOVA ST,Vancouver,BC,CAN,V6A 1K3,02-Central Business/Downtown,1,49.28259448,-123.1029615,290,16-06-12
2601691,16-142858,0,Wardrobe Apparel Inc ,,Issued,16-01-06 11:56,16-12-31 0:00,Retail Dealer,Clothing/Shoes,,,67,E CORDOVA ST,Vancouver,BC,CAN,V6A 1K3,02-Central Business/Downtown,4,49.28259448,-123.1029615,136,16-06-12
2600015,16-141185,0,(Louisa Russell),Gallery Gachet ,Issued,15-12-18 13:35,16-12-31 0:00,Retail Dealer,Other,,,88,E CORDOVA ST,Vancouver,BC,CAN,V6A 1K2,02-Central Business/Downtown,4,49.28207315,-123.1026425,136,16-06-12
2603918,16-145081,0,Vicino Pastaria & Deli Ltd ,Vicino Pastaria & Deli ,Gone Out of Business,,,Restaurant Class 1,With Liquor Service,,,68,E CORDOVA ST,Vancouver,BC,CAN,V6A 1K2,02-Central Business/Downtown,0,49.28207526,-123.1027874,,16-06-12
2588114,16-129293,0,Hett Agencies Ltd ,,Issued,16-01-07 9:20,16-12-31 0:00,Office,Manufacturer's Agent,,,,,,,CAN,V6A 1K1,03-Strathcona,0,,,136,16-06-12
2609632,16-150790,0,Groundwater Hydraulics Inc ,,Issued,16-01-07 9:18,16-12-31 0:00,Wholesale  Dealer,,,,1216,FRANKLIN ST,Vancouver,BC,CAN,V6A 1K1,03-Strathcona,0,49.28202964,-123.0786872,136,16-06-12
2694070,16-135768,2,Yong Sook Lee (Yong Lee),Korean Mama Express ,Pending,,,Office,Street Vendor,,,1221,FRANKLIN ST,Vancouver,BC,CAN,V6A 1J8,03-Strathcona,0,49.28261712,-123.0785541,22,16-06-12
2585424,16-126605,0,Adpoint Sign Inc ,Adpoint Sign ,Issued,15-12-31 10:36,16-12-31 0:00,Manufacturer,Other,107,Unit,950,POWELL ST,Vancouver,BC,CAN,V6A 1H9,03-Strathcona,2,49.28233634,-123.0836475,136,16-06-12
2596592,16-137766,0,(Eric Scott),Eric Scott Photography ,Issued,16-02-16 16:26,16-12-31 0:00,Photographer,,202,Unit,950,POWELL ST,Vancouver,BC,CAN,V6A 1H9,03-Strathcona,1,49.28233634,-123.0836475,176,16-06-12
2563626,16-104818,0,Philippine Diamonds Society Of B C ,,Issued,15-12-03 14:26,16-12-31 0:00,Club,,,,842,Powell St,Vancouver,BC,CAN,V6A 1H8,03-Strathcona,12,49.28266118,-123.0860747,27,16-06-12
2584061,16-125243,0,SHB Holdings Ltd ,,Issued,16-01-05 8:47,16-12-31 0:00,Ltd Service Food Establishment,,,,846,POWELL ST,Vancouver,BC,CAN,V6A 1H8,03-Strathcona,2,49.28266676,-123.0857894,493,16-06-12
2600323,16-141493,0,Heritage Office Furnishings Ltd ,,Gone Out of Business,,,Retail Dealer,Furnishings,10,Unit,807,POWELL ST,Vancouver,BC,CAN,V6A 1H7,03-Strathcona,5,49.28317499,-123.0867460,,16-06-12
2568200,16-109389,0,(Jerzy Dzierza),J K Garage Doors ,Pending,16-01-04 12:26,16-12-31 0:00,Contractor - Special Trades,Installation,,,750,POWELL ST,Vancouver,BC,CAN,V6A 1H6,03-Strathcona,3,49.28270811,-123.0882400,165,16-06-12
2585325,16-126506,0,(Jerzy Dzierza),J K Garage Doors ,Issued,16-01-11 16:05,16-12-31 0:00,Manufacturer,Other,,,750,POWELL ST,Vancouver,BC,CAN,V6A 1H6,03-Strathcona,3,49.28270811,-123.0882400,136,16-06-12
2606223,16-147383,0,Jeff Wall Studio Inc ,,Issued,15-12-18 11:45,16-12-31 0:00,Studio,Artist Studio,,,790,POWELL ST,Vancouver,BC,CAN,V6A 1H6,03-Strathcona,0,49.28269673,-123.0876664,136,16-06-12
2606224,16-147384,0,Jeff Wall Studio Inc ,,Issued,15-12-18 11:47,16-12-31 0:00,Studio,Portrait/Photography Studio,,,790,POWELL ST,Vancouver,BC,CAN,V6A 1H6,03-Strathcona,0,49.28269673,-123.0876664,136,16-06-12
2585674,16-126854,0,Sunrise Markets Inc ,,Issued,15-12-09 15:38,16-12-31 0:00,Manufacturer - Food,,,,729,POWELL ST,Vancouver,BC,CAN,V6A 1H5,03-Strathcona,0,49.28324407,-123.0884353,714,16-06-12
2585041,16-126222,0,Vancouver's Cocktail And Canapes Catering And Events Inc ,Ed's Cafe ,Issued,15-12-03 9:40,16-12-31 0:00,Ltd Service Food Establishment,,,,686,POWELL ST,Vancouver,BC,CAN,V6A 1H4,03-Strathcona,4,49.28272543,-123.0896737,493,16-06-12
2630521,16-159226,0,Raincity Housing And Support Society ,,Issued,15-12-16 11:52,16-12-31 0:00,Community Association,,2nd,Floor,616,POWELL ST,Vancouver,BC,CAN,V6A 1H4,03-Strathcona,12,49.28275361,-123.0908970,2,16-06-12
2569305,16-110494,0,The Lookout Emergency Aid Society ,,Issued,15-12-23 14:30,16-12-31 0:00,Community Association,,207,Unit,524,Powell St,Vancouver,BC,CAN,V6A 1G9,03-Strathcona,0,49.28279626,-123.0927636,2,16-06-12
2606286,16-147446,0,(Antonietta Laudisio),Leonard's Wood Carvings ,Pending,,,Studio,Artist Studio,,,570,POWELL ST,Vancouver,BC,CAN,V6A 1G9,03-Strathcona,0,49.28277946,-123.0918353,,16-06-12
2610173,16-151331,0,Kiu Yick Trading Co Ltd ,,Issued,16-02-05 14:00,16-12-31 0:00,Wholesale Dealer - Food,,,,550,POWELL ST,Vancouver,BC,CAN,V6A 1G9,03-Strathcona,0,49.28278462,-123.0921431,404,16-06-12
2663527,16-188098,0,Hives For Humanity Society ,The Hives for Humanity Bee Space ,Pending,,,Community Association,,,,580,POWELL ST,Vancouver,BC,CAN,V6A 1G9,03-Strathcona,3,49.28277559,-123.0916263,,16-06-12
2602135,16-143298,0,JJ & Kwon Enterprise Co Ltd ,Payless Meats ,Issued,15-11-27 16:12,16-12-31 0:00,Retail Dealer - Food,Butcher/Seafood,,,469,Powell,Vancouver,BC,CAN,V6A 1G7,03-Strathcona,3,,,253,16-06-12
2602342,16-143505,0,Double Happiness Foods (2007) Ltd ,,Issued,15-11-03 10:22,16-12-31 0:00,Retail Dealer - Food,,,,429,POWELL ST,Vancouver,BC,CAN,V6A 1G7,03-Strathcona,25,49.28334623,-123.0945363,253,16-06-12
2610113,16-151271,0,Double Happiness Foods (2007) Ltd ,,Issued,15-11-03 10:22,16-12-31 0:00,Wholesale Dealer - Food,,,,429,POWELL ST,Vancouver,BC,CAN,V6A 1G7,03-Strathcona,25,49.28334623,-123.0945363,364,16-06-12
2685155,16-209589,0,Heidi Kristina Kuhn (Heidi Kuhn),Mixers and Elixirs Cocktail Essentials ,Pending,,,Manufacturer - Food,,,,477,POWELL ST,Vancouver,BC,CAN,V6A 1G7,03-Strathcona,1,49.28332544,-123.0935517,,16-06-12
2693046,16-217432,0,The Bloom Group Community Services Society ,The Bloom Group ,Pending,,,Community Association,,,,391,POWELL ST,Vancouver,BC,CAN,V6A 1G5,03-Strathcona,0,49.28336891,-123.0959306,,16-06-12
2693058,16-217444,0,The Bloom Group Community Services Society ,Sommerville Place ,Pending,,,Non-profit Housing,,,,377,POWELL ST,Vancouver,BC,CAN,V6A 1G5,03-Strathcona,0,49.28336891,-123.0959306,,16-06-12
2587773,16-128952,0,Kirsten Reite Architect Inc ,,Issued,15-11-23 15:57,16-12-31 0:00,Office,Architect,,,370,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,0,49.28286273,-123.0961550,136,16-06-12
2594787,16-135962,0,STE Marie Art + Design Ltd ,STE marie ,Issued,15-11-11 12:30,16-12-31 0:00,Office,Design Company,,,386,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,5,49.28285715,-123.0958401,136,16-06-12
2600652,16-141821,0,Zinfai Enterprises Ltd ,,Issued,15-11-13 21:23,16-12-31 0:00,Retail Dealer,Other,,,322,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,2,49.28288166,-123.0971912,136,16-06-12
2602912,16-144075,0,0781178 BC Ltd ,,Issued,16-01-04 15:27,16-12-31 0:00,Rooming House,,,,316,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,3,49.28288166,-123.0971912,2528,16-06-12
2605576,16-146737,0,RB Gelera Enterprises Inc ,Aristocrat Restaurant ,Gone Out of Business,,,Restaurant Class 2,With Liquor Service,,,342,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,2,49.28286832,-123.0964634,,16-06-12
2609019,16-150177,0,(Scott Crump),,Gone Out of Business,,,Window Cleaner,,,,358,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,1,49.28286490,-123.0962595,,16-06-12
2610195,16-151353,0,(Khosrow Baghdadi),Kadbanoo Food Enterprise ,Issued,15-12-18 11:09,16-12-31 0:00,Wholesale Dealer - Food,,,,318,POWELL ST,Vancouver,BC,CAN,V6A 1G4,03-Strathcona,1,49.28288166,-123.0971912,364,16-06-12
2605032,16-146193,0,Cobre Restaurants Inc ,Cuchillo ,Issued,15-11-17 16:50,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,261,POWELL ST,Vancouver,BC,CAN,V6A 1G3,03-Strathcona,20,49.28341115,-123.0981051,1633,16-06-12
2664320,16-188880,0,On the Mic Voice-Over Training Inc ,,Pending,,,School (Business & Trade),Trade School,,,101,POWELL ST,Vancouver,BC,CAN,V6A 1G2,02-Central Business/Downtown,1,49.28346323,-123.1020034,243,16-06-12
2569430,16-110619,0,"MPA - Motivation, Power & Achievement Society ",,Issued,15-12-24 12:45,16-12-31 0:00,Community Association,,,,122,POWELL ST,Vancouver,BC,CAN,V6A 1G1 ,02-Central Business/Downtown,30,49.28296668,-123.1012902,2,16-06-12
2582327,16-123509,0,1025297 BC Ltd ,Austin-Tuck Studios ,Issued,15-12-04 14:22,16-12-31 0:00,Instruction,Acting/Drama Instruction,,,158,POWELL ST,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,3,49.28296762,-123.1006360,136,16-06-12
2584562,16-125744,0,Cadeaux Bakery Inc ,Cadeaux Bakery ,Issued,15-12-05 9:14,16-12-31 0:00,Ltd Service Food Establishment,,,,172,POWELL ST,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,9,49.28296762,-123.1006360,493,16-06-12
2587438,16-128617,0,MPA Motivation Power & Achievement Society ,,Issued,15-12-24 12:45,16-12-31 0:00,Non-profit Housing,,,,124,POWELL ST,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,0,49.28296668,-123.1012902,136,16-06-12
2588142,16-129321,0,Steven Hart Architect Inc ,,Issued,16-01-29 14:46,16-12-31 0:00,Office,Architect,,10,120,Powell St,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,1,49.28297318,-123.1015680,176,16-06-12
2588340,16-129519,0,Bryce Rositch Architects Inc ,Rositch Hemphill & Assoc Architects ,Issued,15-12-15 9:16,16-12-31 0:00,Office,Architect,100,Unit,120,Powell St,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,15,49.28297318,-123.1015680,136,16-06-12
2601023,16-142191,0,(Kevin Grey),Fisken T-Shirt Company ,Issued,15-11-27 14:20,16-12-31 0:00,Retail Dealer,Clothing/Shoes,212,Unit,134,POWELL ST,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,1,49.28296156,-123.1009767,136,16-06-12
2606253,16-147413,0,Adams Communications Inc ,The Warehouse Studio ,Issued,15-11-05 14:35,16-12-31 0:00,Studio,Recording Studio,,,100,POWELL ST,Vancouver,BC,CAN,V6A 1G1,02-Central Business/Downtown,4,49.28297483,-123.1018354,136,16-06-12
2601659,16-142826,0,7725337 Canada Inc ,Neighbour ,Issued,15-11-13 9:22,16-12-31 0:00,Retail Dealer,Clothing/Shoes,,,45,POWELL ST,Vancouver,BC,CAN,V6A 1E9,02-Central Business/Downtown,3,49.28340215,-123.1032043,136,16-06-12
2605148,16-146309,0,BAMBUDDA RESTAURANT INC ,BAMBUDDA RESTAURANT ,Pending,16-01-29 15:19,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,99,POWELL ST,Vancouver,BC,CAN,V6A 1E9,02-Central Business/Downtown,10,49.28347349,-123.1023894,1478,16-06-12
2673811,16-146631,1,Birds And The Beets Food Group Incorporated ,Birds And The Beets ,Issued,16-03-02 14:48,16-12-31 0:00,Restaurant Class 1,With Liquor Service,100,Unit,55,POWELL ST,Vancouver,BC,CAN,V6A 1E9,02-Central Business/Downtown,8,49.28343487,-123.1028194,465,16-06-12
2563751,16-104943,0,Rodney's Oyster House (Vancouver) Corp ,Rodney's Oyster House ,Issued,15-12-08 14:33,16-12-31 0:00,Caterer,,,,52,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,28,49.28305627,-123.1030118,364,16-06-12
2569876,16-111063,0,Intersections Media Opportunities for Youth Society ,,Issued,15-12-21 11:27,16-12-31 0:00,Community Association,,300,Unit,52,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,10,49.28305627,-123.1030118,2,16-06-12
2584785,16-125966,0,Saaqui Enterprises Ltd ,Hot Pie Pizza ,Issued,16-01-05 13:34,16-12-31 0:00,Ltd Service Food Establishment,,,,4,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,2,49.28305810,-123.1039586,548,16-06-12
2599801,16-140971,0,Angel Hand Painted Fashions Ltd ,,Pending,,,Retail Dealer,Clothing/Shoes,,,2,Powell St,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,1,49.28305810,-123.1039586,,16-06-12
2604285,16-145447,0,Sitar Restaurant Ltd ,Sitar Restaurant ,Issued,15-12-23 21:09,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,8,Powell St,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,6,49.28305810,-123.1039586,1497,16-06-12
2604939,16-146100,0,0933826 BC Ltd ,Sardine Can ,Issued,15-12-18 11:29,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,26,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,4,49.28299549,-123.1034672,887,16-06-12
2604958,16-146119,0,Turk's Coffee House Ltd ,Milano Coffee ,Issued,16-01-31 13:45,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,36,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,5,49.28299525,-123.1033314,1286,16-06-12
2605006,16-146167,0,Rodney's Oyster House (Vancouver) Corp ,Rodney's Oyster House ,Issued,15-11-25 11:24,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,52,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,60,49.28305627,-123.1030118,1488,16-06-12
2608571,16-149729,0,Justina P Kervel & Luvia P Patenaude-Petersen ,Liquid Amber Tattoo ,Issued,15-11-05 16:00,16-12-31 0:00,Tattoo Parlour,,,,62,POWELL ST,Vancouver,BC,CAN,V6A 1E7,02-Central Business/Downtown,10,49.28315016,-123.1027283,253,16-06-12
2573639,16-114825,0,0971197 BC Ltd ,Roundhouse Radio ,Inactive,15-12-15 10:02,16-12-31 0:00,Entertainment Services,Radio Station,,,704,ALEXANDER ST,Vancouver,BC,CAN,V6A 1E3,03-Strathcona,30,49.28363753,-123.0891228,136,16-06-12
2585477,16-126658,0,Paradigm Kitchen Design Ltd ,,Issued,16-01-05 13:13,16-12-31 0:00,Manufacturer,Furniture,,,720,ALEXANDER ST,Vancouver,BC,CAN,V6A 1E3,03-Strathcona,3,49.28363191,-123.0888230,136,16-06-12
