Work Order ID,Status,Asset Type,Asset ID,Location ID,Created Date,Modified Date,Submitted Date,Closed Date,Fiscal Year,Work Type,Work Needed,Work Type Other,Work Requested By,Job Description,Problem Found,Action Taken,Follow-Up Needed,Child Work Order,Parent Work Order,Is Follow-Up,TMC Issue ID,Service Request #,Damage Report,Location Name,Latitude,Longitude,Location
WRK18-019120,Submitted,No Asset / Unkown Location / Other,,,05/12/2018 03:13:00 PM +0000,06/12/2018 03:12:00 PM +0000,05/12/2018 04:38:00 PM +0000,06/12/2018 03:12:00 PM +0000,2018,Trouble Call,LED Out,,311,,Ped insert out on NEC,Replaced ped insert on NEC ,False,,,False,TMC18-057035,18-00141794,,,,,
WRK18-020065,Closed,School Beacon,,LOC17-011590,05/22/2018 09:37:00 PM +0000,06/14/2018 02:22:00 PM +0000,05/24/2018 03:53:00 AM +0000,06/14/2018 02:22:00 PM +0000,2018,Trouble Call,Other,"School zone flasher on span wire tilted down, unable to confirm via CCTV.",311,Caller stated that the flasher were diverted facing down. that you could only see them flashing once passing flashers,SIGNAL HEAD SLIGHTLY POINTING DOWNWARD.,SCHOOL ZONE SIGNAL READJUSTED. ALL OTHER SIGNAL IN ZONE CHECKED. NO OTHER ISSUES,False,,,False,TMC18-058730,18-00154374,,406 BLK E ST JOHNS AVE (WEBB),,,POINT (-97.70646192 30.33341592)
WRK17-002030,Closed,Signal,202,LOC16-001000,08/30/2017 11:11:00 AM +0000,09/14/2017 07:05:00 PM +0000,08/30/2017 11:37:00 AM +0000,09/14/2017 07:05:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,reported in flash,phase 7 redfail,"replaced load switch
checked all colors, peds, buttons, detection, and programs ",False,,,,,,, LAMAR BLVD / 40TH ST,,,POINT (-97.7413864 30.3078613)
WRK19-065675,Submitted,Signal Request,,,10/04/2019 11:05:00 AM +0000,10/04/2019 06:21:00 PM +0000,10/04/2019 11:09:00 AM +0000,10/04/2019 06:21:00 PM +0000,2020,Trouble Call,Digtess,,311,,No problem found ,No  signal close to dig site. Davis and Brodie is closest signal.,False,,,False,TMC19-150470,19-00380695,,,,,
WRK17-001155,Closed,Signal,713,LOC16-003515,05/03/2017 08:14:00 PM +0000,05/03/2017 09:31:00 PM +0000,,,2017,Trouble Call,Push Button Not Working,,311 Customer Service Request (CSR),nw pb not working,broken wire for nb pb on nwc,"repaired pb wire . ck all colors , peds & pbs ",False,,,,TMC70-001970,17-00114166,,US 290 HWY / CONVICT HILL RD,,,POINT (-97.8792953 30.2307835)
WRK17-006470,Closed,No Asset / Unkown Location / Other,,,12/07/2017 01:11:00 PM +0000,01/17/2018 07:22:00 PM +0000,12/07/2017 03:03:00 PM +0000,01/17/2018 07:22:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,The new traffic warning sign on the frontage road is blocked by the IHOP sign and isn't visible until you're right up on it.,IHOP sign is not blocking temporary message sign.  Speed limit sign and bus stop sign is a little.  DMS sign further down road has same message.,Notified station 20 of findings.,False,,,,TMC17-034945,17-00363768,,,,,
WRK17-001955,Submitted,Signal,154,LOC16-000765,08/26/2017 09:17:00 PM +0000,11/08/2017 12:49:00 PM +0000,11/02/2017 06:23:00 PM +0000,11/08/2017 12:49:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,IN FLASH,in flash - C-1 connector has bad pin,replaced C-1 connector @ controller,False,,,,,,, LAVACA ST / 2ND ST,,,POINT (-97.7465897 30.2649975)
WRK17-006855,Closed,Other / No Asset,,,12/12/2017 11:52:00 AM +0000,12/28/2017 06:57:00 PM +0000,12/12/2017 11:57:00 AM +0000,12/28/2017 06:57:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess at 2223 s. lamar,none ( no locate required ).,"Called 311 , researched the location given.",False,,,False,TMC17-035095,17-00365011,,,,,
WRK18-012135,Closed,School Beacon,,LOC17-012065,02/20/2018 06:39:00 PM +0000,03/14/2018 08:04:00 PM +0000,03/06/2018 07:07:00 PM +0000,03/14/2018 08:04:00 PM +0000,2018,Scheduled Work,Repair - UPS Issues (Batteries),,Austin Transportation Staff,Changed other battery on NB school zone flasher when inventory gets more ,One battery had been changed out previously ,Changed the second battery out so it would have 2 new batteries ,False,,WRK18-011775,True,,,,7300 BLK W SLAUGHTER LN (GORZYCKI),,,POINT (-97.89184563 30.21446527)
WRK22-143860,Submitted,Signal,242,LOC16-001185,04/05/2022 03:04:00 PM +0000,05/25/2022 05:44:00 PM +0000,05/17/2022 11:11:00 PM +0000,05/25/2022 05:44:00 PM +0000,2022,Scheduled Work,Installation - Cabinet,,Austin Transportation Staff,Install and wire 332 cabinet on new foundation. Pull in APS wires to new cabinet and terminate them.,"""Complete push buttons (APS) installation plus twisted pair. 
Install 352 cabinet on new foundation and terminate cabinet.""",Prepped old cabinet for removal. Flashed intersection and set out stop signs. Removed 336 cabinet. Set 352 cabinet. Installed BBS. Landed source and wired BBS. Wired cabinet. Wired APS. Color checked. Programmed APS. Walked intersection. ,False,WRK22-147780,WRK22-143810,True,,,, 12TH ST / WEST AVE,,,POINT (-97.7484283 30.2760582)
WRK18-009595,Closed,School Beacon,,LOC17-011765,01/19/2018 02:11:00 PM +0000,03/06/2018 05:29:00 PM +0000,02/14/2018 06:38:00 PM +0000,03/06/2018 05:29:00 PM +0000,2018,Trouble Call,LED Out,,311,School Zone flasher is not flashing . Drivers complain to Gd that it's not working. Heading west before approaching spruce lane. Not flashing.,School flasher not flashing due to misaligned holes for test operation on WBCU front Bessel. ,"disassembled WBCU and drilled out test function holes on the front Bessel to allow buttons to fall in holes properly. checked battery voltage, calendar, flasher and TOD. ",False,,,False,TMC18-040020,18-00017044,,5000 BLK SPRUCE LN (RODRIGUEZ),,,POINT (-97.74734745 30.20069653)
WRK20-100035,Closed,Other / No Asset,,,12/03/2020 04:17:00 PM +0000,12/04/2020 03:12:00 PM +0000,12/03/2020 04:51:00 PM +0000,12/04/2020 03:12:00 PM +0000,2021,Trouble Call,Other,Replace DSDD controller card,Austin Transportation Staff,Replace DSDD controller card,DSDD controller card needed to be replaced with new one sent by manufacture. Second LED panel not working causing short in controller card. Multiple parts needed from manufacture to repair sign.,Changed out controller card sent from manufacture. After replacing card I noticed sign still was not working properly so I called manufacture for support. After speaking with customer support and doing some troubleshooting we realized that the second LED panel is causing a short to the controller card and causing it to loose power and that one or more other parts might need to be changed out to get DSDD functioning. The customer service rep said he was going to speak with his manager about possibly getting parts out to us since sign is no longer under warranty and that they would get back with me via e-mail for details.,False,,,False,,,,,,,
WRK21-133370,Submitted,Flashing Beacon,,,11/20/2021 08:49:00 AM +0000,11/22/2021 08:22:00 PM +0000,11/20/2021 09:21:00 AM +0000,11/22/2021 08:22:00 PM +0000,2022,Trouble Call,Knockdown,,311,caller stated car must have knocked pole down,Knockdown of Pedestrian beacon,Pedestrian beacon was damaged. Follow up will be needed and new supplies. See photos. Middle pedestrian pole damaged. Placed damage pole on the back dock of the warehouse.,True,WRK21-133560,,False,TMC21-269685,21-00517364,,,,,
WRK18-008955,Closed,No Asset / Other,,,01/10/2018 07:49:00 PM +0000,03/28/2018 07:13:00 PM +0000,01/11/2018 05:56:00 PM +0000,03/28/2018 07:13:00 PM +0000,2018,Trouble Call,Other,"Digital Speed limit sign stuck at 46 mph, called in by Anthony Alvarado.",COA Staff,"Digital Speed limit sign stuck at 46 mph, called in by Anthony Alvarado.",No problem. ,Verified both radar speed detectors for (SB&NB) directions. Monitored there operations for speed detection found no issues. ,False,,,False,TMC18-038785,,,,,,
WRK18-017630,Closed,Other / No Asset,,,05/01/2018 03:22:00 PM +0000,05/16/2018 12:17:00 PM +0000,05/01/2018 03:29:00 PM +0000,05/16/2018 12:17:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),DIGTESS.,NONE.,"LOCATION VISITED, NO NEARBY SIGNALS OR SIGNAL CONDUIT. 306 STASSNEY LN.",False,,,False,TMC18-054845,18-00126581,,,,,
WRK21-131915,Submitted,Flashing Beacon,,,11/01/2021 12:40:00 PM +0000,11/09/2021 06:07:00 PM +0000,11/01/2021 01:59:00 PM +0000,11/09/2021 06:07:00 PM +0000,2022,Trouble Call,Visibility Issue,,311,,EB beacon turned at round about,straightened EB beacon at round about,False,,,False,TMC21-266700,21-00490641,,,,,
WRK18-019540,Closed,School Beacon,7311,LOC17-011740,05/17/2018 07:20:00 PM +0000,06/12/2018 04:05:00 PM +0000,05/25/2018 06:52:00 PM +0000,06/12/2018 04:05:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,"tree limbs are starting to obstruct the view of the school zone flasher, northbound on Salt Springs. (just across from Tupelo)",Tree limbs blocking SZ flasher on Salt Springs and Tupelo,"Found no issues at Lee Elementary with tree limbs blocking any signals indications for the school zone.  

5/25- trimmed tree foliage blocking SZ flasher",False,,,False,TMC18-057875,18-00148090,,7400 BLK DIXIE DR (PALM),,,POINT (-97.74382775 30.1652751)
WRK18-009600,Closed,School Beacon,,LOC17-011720,01/19/2018 02:35:00 PM +0000,01/29/2018 04:21:00 PM +0000,01/19/2018 07:56:00 PM +0000,01/29/2018 04:21:00 PM +0000,2018,Trouble Call,LED Out,,311,Going east bound the school zone is not working at all. West bound it is working,EB Flashers not flashing due to Broke Neutral in splice.,Reconnected Neutral in the splice on EB Flashers and trimmed trees surrounding 332 cabinet and around PB's on NW Corner.,False,,,False,TMC18-040025,18-00017072,,1300 BLK E OLTORF ST (TRAVIS),,,POINT (-97.74427433 30.23376351)
WRK19-070915,Submitted,Flashing Beacon,,LOC19-014990,12/13/2019 05:00:00 PM +0000,12/20/2019 01:42:00 PM +0000,12/16/2019 06:09:00 PM +0000,12/20/2019 01:42:00 PM +0000,2020,Trouble Call,LED Out,,311,the signal is out going south on river place,Bad 204 flasher causing on LED not to flash. Rusted out Terminal block on SB flasher head with poor neutral connection. LED on the NB flasher has bad pixels (30 percent out.),Replaced Bad 204 flasher and respliced NB flasher LED on the Terminal bar. Changed out NB LED and verified all LED are working correctly. ,False,,,False,TMC19-164955,19-00471758,, RIVER PLACE BLVD / BIG VIEW DR,,,POINT (-97.852641 30.377645)
WRK17-006170,Closed,No Asset / Unkown Location / Other,,,12/04/2017 12:51:00 PM +0000,12/05/2017 04:12:00 PM +0000,12/05/2017 01:44:00 PM +0000,12/05/2017 04:12:00 PM +0000,2018,Trouble Call,Digtess,,311,,no problem found,marked out interection for awd,False,,,,TMC17-034285,17-00360308,,,,,
WRK19-042185,Closed,No Asset / Unkown Location / Other,,,02/22/2019 06:38:00 PM +0000,02/25/2019 06:04:00 PM +0000,02/25/2019 12:54:00 PM +0000,02/25/2019 06:04:00 PM +0000,2019,Trouble Call,Other,Underground access to TRAFFIC SIGNAL/COMMUNICATION is open.,311,"Doors for ground access labeled ""Traffic Signal"" left open causing safety hazard. See Attachments tab for photo.",Communications lift box lid was open at 3rd and Nueces.,Closed lid on 3rd and Nueces and made sure the lid lock pins were in correct position to stay closed ,False,,,False,TMC19-104745,19-00065446,,,,,
WRK19-069275,Submitted,No Asset / Unkown Location / Other,,,11/17/2019 01:46:00 AM +0000,11/27/2019 03:08:00 PM +0000,11/17/2019 02:21:00 AM +0000,11/27/2019 03:08:00 PM +0000,2020,Trouble Call,Digtess,,311,,No problem found ,I looked for the dig sight or a contact person. The dig location is located North of Manor and Anchor. I do not know actually where the dig sight is but from the address it will not interfere with signal operations.  ,False,,,False,TMC19-160355,19-00439513,,,,,
WRK18-009525,Closed,Other / No Asset,,,01/18/2018 06:26:00 PM +0000,01/29/2018 04:34:00 PM +0000,01/18/2018 08:25:00 PM +0000,01/29/2018 04:34:00 PM +0000,2018,Trouble Call,Other,DIG TEST,311 Customer Service Request (CSR),DIG TEST,DIG TEST,"CITY OF AUSTIN WORKERS ALREADY FINISHED THE DIG TEST IN AREA, NO DAMAGE TO ANY SIGNAL WIRE OR FIBER WIRE.
NO SCHOOL ZONES NEAR BY",False,,,False,TMC18-039810,18-00015874,,,,,
WRK20-097695,Closed,Other / No Asset,,,10/27/2020 08:46:00 PM +0000,11/03/2020 07:52:00 PM +0000,10/28/2020 12:31:00 AM +0000,11/03/2020 07:52:00 PM +0000,2021,Trouble Call,LED Out,,311,The newly installed pedestrian crossing crosswalk  on Burleson road at Country Club Creek trail. The western most beacon light nearest the southbound lane of Burleson isn't working.,"No problem  at this time , all flashers and push buttons working  at this time.
Pics in attachments ","No problem  at this time , all flashers and push buttons working  at this time.
Pics in attachments",False,,,False,TMC20-209775,20-00442109,,,,,
WRK18-030695,Submitted,No Asset / Unkown Location / Other,,LOC16-004160,09/07/2018 11:29:00 AM +0000,09/11/2018 01:47:00 PM +0000,09/07/2018 06:23:00 PM +0000,09/11/2018 01:47:00 PM +0000,2018,Trouble Call,Signal Out or on Flash,,311,all lights flashing red in all directions,WDT Failure.,Reset monitor and verified all other inputs and outputs. ,False,,,False,TMC18-078680,18-00297036,,6511 BLK MC NEIL DR (Oak Knoll Dr (Formerly TX Intstruments)),,,POINT (-97.7542267 30.4393673)
WRK21-134880,Unassigned,School Beacon Zone,,LOC17-011975,12/15/2021 02:26:00 PM +0000,12/15/2021 02:26:00 PM +0000,12/15/2021 02:26:00 PM +0000,,2022,Trouble Call,Other,"May need a new clock and flash cube
",Austin Transportation Staff,May need a new clock and flash cube,,,False,,WRK21-134760,True,,,,8100 BLK CROFTWOOD DR (BOONE),,,POINT (-97.84070259 30.20401287)
WRK19-055530,Closed,No Asset / Unkown Location / Other,,,06/22/2019 02:02:00 PM +0000,07/01/2019 03:57:00 PM +0000,06/26/2019 06:35:00 PM +0000,07/01/2019 03:57:00 PM +0000,2019,Trouble Call,Digtess,,311,,Digtess @ 3rd and San Antonio ,Verified signals was not in direction of digging being done ,False,,,False,TMC19-129135,19-00233673,,,,,
WRK18-017080,Submitted,School Beacon,,LOC17-011895,04/23/2018 01:29:00 PM +0000,05/16/2018 12:13:00 PM +0000,04/25/2018 06:36:00 PM +0000,05/16/2018 12:13:00 PM +0000,2018,Trouble Call,Timing Issue,,311,Caller was on Wilson Parke when she saw the school zone flasher that is not working.,no issue,"checked both E/W SZ flashers, LEDs working, Clocks good
all leander isd clocks had an exception for 4/23",False,,,False,TMC18-053635,18-00117536,,11712 BLK VISTA PARKE DR (GRANDVIEW HILLS),,,POINT (-97.85350241 30.41585791)
WRK22-147895,Unassigned,Other / No Asset,,,05/26/2022 08:59:00 PM +0000,05/26/2022 09:02:00 PM +0000,05/26/2022 08:59:00 PM +0000,,2022,Scheduled Work,Other,,Other,"Install Weather Sensor system as per provided install diagram.

1. Mount cabinet (triple band using sign brackets according to attached photo) to the standard and run Cat5e and twisted pair from the main cabinet to mounted cabinet. 
2.Install RWIS sensor on the mast arm as per the install diagram. 
3. Check out the cabinet, sensor, data logger and required cables from inventory. 


",,,False,,,False,,,,,,,
WRK17-001280,Closed,Signal,390,LOC16-001910,06/02/2017 03:09:00 AM +0000,06/08/2017 06:47:00 PM +0000,,,2017,Trouble Call,Push Button Not Working,,311 Customer Service Request (CSR),damaged push button little man dont say walk,burnt inputfile for 4and 8 pbs,"reassigned 2,6,4,&8 pbs to 3,4,5,&6 preemption slots. checked all colors peds and pbs.",True,,,,TMC70-001905,17-000148210,, RIVERSIDE DR / BURTON DR,,,POINT (-97.7270355 30.2402401)
WRK18-012875,Submitted,Other / No Asset,,,03/03/2018 01:53:00 AM +0000,03/23/2018 01:08:00 PM +0000,03/03/2018 10:47:00 PM +0000,03/23/2018 01:08:00 PM +0000,2018,Trouble Call,Other,School flasher pole damaged.,311,pole with flasher damaged and cannot be seen by oncoming traffic,,I was told by the supervisor to disregard because that flasher was rebuilt with no power presently and has a static sign,False,,,False,TMC18-045975,18-00059893,,,,,
WRK17-006500,Closed,Flashing Beacon,,LOC17-010680,12/07/2017 05:17:00 PM +0000,01/26/2018 07:58:00 PM +0000,12/07/2017 05:23:00 PM +0000,01/26/2018 07:58:00 PM +0000,2018,Trouble Call,LED Out,,COA Staff,Flasher 5215. St. David entrance at 32nd St. ( 900 Blk of 32nd st.) , Yellow led is out for east bound hazard flasher,Replaced yellow led for east bound.,False,,,,TMC17-034615,,,902 BLK E 32ND ST,,,POINT (-97.725741 30.29033)
WRK18-016980,Closed,School Beacon,,LOC17-012005,04/20/2018 01:16:00 PM +0000,06/01/2018 03:27:00 PM +0000,04/20/2018 03:30:00 PM +0000,06/01/2018 03:27:00 PM +0000,2018,Trouble Call,Timing Issue,,Other,Caller wants to report school zone flasher signal bulb out and not currently flashing.,multiple clocks have no comm,"TMC activated 3 of 5 clocks for Bedichek school zone flashers, 2 have no comm, will need follow up to correct comm issue
2 with no comm are BIll Hughes and Thelma, Thelma and S1st
",True,WRK18-021120,,False,TMC18-053320,,,6800 BLK BILL HUGHES RD (BEDICHEK),,,POINT (-97.78672586 30.19442411)
WRK19-057235,Submitted,Flashing Beacon,,LOC16-005825,07/11/2019 12:52:00 AM +0000,07/11/2019 10:21:00 AM +0000,07/11/2019 03:10:00 AM +0000,07/11/2019 10:21:00 AM +0000,2019,Trouble Call,LED Out,,311,eastbound on redbud one flashing light is out,2 opposing amber LED's and one red LED out. Bad AC flash cube.,Checked voltage on the line side of flash cube it was good. Checked voltage on load side of flash cube and noticed it wasn't ping ponging like its supposed to. Changed out flash cube and out LED's came back.,False,,,False,TMC19-133135,19-00261407,, REDBUD TRL / STRATFORD DR,,,POINT (-97.790691 30.2900719)
WRK17-001810,Closed,School Flasher,,,08/22/2017 12:28:00 PM +0000,09/14/2017 06:38:00 PM +0000,08/22/2017 12:33:00 PM +0000,09/14/2017 06:38:00 PM +0000,2017,Scheduled Work,Day-Call (Deliver Timing sheets to intersections and PM),,Austin Transportation Staff,HILL ANDERSON COMBO TIE IN SOURCE OVERHEAD ON CIMA SERENA FLASHER,N/A,"SOURCE TIED IN OVERHEAD, FLASHER AND CLOCK OPERATION VERIFIED",False,,,,,,,,,,
WRK21-133910,Closed,School Beacon Zone,,LOC17-011890,11/29/2021 09:08:00 PM +0000,11/30/2021 12:22:00 PM +0000,11/29/2021 11:22:00 PM +0000,11/30/2021 12:22:00 PM +0000,2022,Trouble Call,Other,School zone not flashing.,311,It doesn't work.,incorrect time set in wbcu. Off by 14 hours.,Updated current time in wbcu and verified current schedule. ,False,,,False,TMC21-270710,21-00526530,,16126 BLK AVERY RANCH BLVD (PATSY SOMMER),,,POINT (-97.75185691 30.50443788)
WRK21-133560,Submitted,Flashing Beacon,,,11/22/2021 08:22:00 PM +0000,11/22/2021 08:22:00 PM +0000,11/22/2021 08:22:00 PM +0000,,2022,Trouble Call,Knockdown,,Austin Transportation Staff,New parts and pole will need to be installed at this location.,,,False,,WRK21-133370,True,,,,,,,
WRK17-002870,Closed,No Asset / Other,,,09/28/2017 10:56:00 AM +0000,10/09/2017 06:34:00 PM +0000,09/28/2017 10:59:00 AM +0000,10/09/2017 06:34:00 PM +0000,2017,Scheduled Work,,,Austin Transportation Staff,clean out my truck and sspr.,none,cleaned my truck and completed sspr.,False,,,,,,,,,,
WRK17-002020,Closed,Signal,1009,LOC16-004935,08/30/2017 11:07:00 AM +0000,09/14/2017 07:05:00 PM +0000,08/30/2017 11:14:00 AM +0000,09/14/2017 07:05:00 PM +0000,2017,Trouble Call,LED Out,,MMC,reported as e/b bulb out and no comm,"intersection completely dark
only 57 volts at cabinet ","reported back to the TMC - they informed AE
AE arrived a couple of hours later and found a faulty fuse down the street
once power was restored and intersection operating, checked all colors, peds, buttons, detection, and programs ",False,,,,,,, BRAZOS ST / 3RD ST,,,POINT (-97.7425079 30.2648773)
WRK21-125940,Submitted,Flashing Beacon,,LOC17-010985,09/02/2021 12:56:00 PM +0000,09/30/2021 01:45:00 PM +0000,09/02/2021 12:56:00 PM +0000,09/30/2021 01:45:00 PM +0000,2021,Scheduled Work,Installation - Build Signal Heads,,Other,"Relocate cabinet to southeast corner. Install new guy wire from northwest corner to southeast corner. install heads and cable  on guy wire. Splice in flasher heads. Remove old flasher heads, cable and Guy wire.

TK 24ART41147",Duplicate work order see WRK21-126925 for work details.,Duplicate work order see WRK21-126925 for work details.,False,,,False,,,, NORTH LOOP BLVD / GROVER AVE,,,POINT (-97.734001 30.323324)
WRK20-076750,Closed,No Asset / Unkown Location / Other,,,02/13/2020 05:51:00 PM +0000,02/26/2020 04:17:00 PM +0000,02/13/2020 06:38:00 PM +0000,02/26/2020 04:17:00 PM +0000,2020,Trouble Call,Other,Coomunications pull box on nueces between 3rd and 4th street is open. the box is in front of 360 condominiums.,TMC/KITS,Coomunications pull box on nueces between 3rd and 4th street is open. the box is in front of 360 condominiums.,Comm box was open.,Tightened down bolts on comm box.,False,,,False,TMC20-176115,,,,,,
WRK21-127185,Closed,School Beacon Zone,,LOC17-012120,09/17/2021 06:10:00 PM +0000,01/03/2022 08:40:00 PM +0000,09/17/2021 06:10:00 PM +0000,01/03/2022 08:40:00 PM +0000,2021,Trouble Call,Other,"No communication to zone.
1728 E SLAUGHTER LN, AUSTIN, TX 78747",311,"School zone lights for IDEA,heading west, are not flashing. Seen the issue 2 days in a row.",,Close Issue (Duplicate),False,,,False,TMC21-258665,21-00427402,,1101 BLK E SLAUGHTER LN (BLUFF SPRINGS IDEA SCHOOL),,,POINT (-97.76995832 30.15256706)
WRK19-039855,Submitted,Flashing Beacon,,LOC17-010575,01/22/2019 11:28:00 PM +0000,01/23/2019 06:06:00 PM +0000,01/23/2019 02:46:00 AM +0000,01/23/2019 06:06:00 PM +0000,2019,Trouble Call,Knockdown,,311,SR#19-00023994 entered to Signs&Markings and they referred to Signals. Flashing yellow warning sign on the ground along the side of the road.,"hazard flasher knocked over in to the brush, 2 lane at the top of a hill","checked out knockdown and called Billy, was told to text him the csr and it would get looked at tomorrow",False,,,False,TMC19-100610,19-00024332,, CLAWSON RD / SOUTHGATE CIR,,,POINT (-97.779864 30.234689)
WRK18-009985,Closed,School Beacon,,LOC17-011670,01/23/2018 02:16:00 PM +0000,02/01/2018 09:25:00 PM +0000,01/23/2018 03:46:00 PM +0000,02/01/2018 09:25:00 PM +0000,2018,Trouble Call,LED Out,,311,"Both signs are not working, as heading SB on Dessau, one is out, one is barely flashing/flickering",SB school zone flashers flickering. Bad 204 flasher.,Replaced 204 Flasher and drove school zone to verify functions.,False,,,False,TMC18-040615,18-00020959,,13000 BLK KENSWICK DR (DESSAU),,,POINT (-97.64527234 30.39994758)
WRK18-015465,Closed,School Beacon,,LOC17-011920,03/29/2018 08:19:00 PM +0000,04/16/2018 05:34:00 PM +0000,03/30/2018 12:25:00 AM +0000,04/16/2018 05:34:00 PM +0000,2018,Trouble Call,LED Out,,311,School is about to get out,None.,"Called TMC and had them manually flash school zone, drove through school zone in all directions and verified all flashers were on. Called citizen to get exact location of school zone flasher in question citizen did not answer.",False,,,False,TMC18-049955,18-00090071,,12610 BLK TURTLE ROCK RD (LIVE OAK EL/ DEER PARK MS),,,POINT (-97.77289884 30.45252321)
WRK22-140510,Submitted,School Beacon Zone,,,02/23/2022 09:30:00 PM +0000,03/02/2022 04:51:00 PM +0000,02/24/2022 12:17:00 AM +0000,03/02/2022 04:51:00 PM +0000,2022,Trouble Call,Communication Failure,,311,,No problem found,Checked the schedules and powered down the module.,False,,,False,TMC22-282210,22-00065744,,,,,
WRK17-001950,Closed,Signal,311,LOC16-001520,08/26/2017 09:16:00 PM +0000,08/26/2017 09:27:00 PM +0000,08/26/2017 09:27:00 PM +0000,08/28/2017 03:01:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,REPORTED IN FLASH,reported in flash,"not in flash
checked all colors",False,,,,,,, PLEASANT VALLEY RD / WEBBERVILLE RD,,,POINT (-97.7090378 30.2653866)
WRK17-001885,Closed,Signal,493,LOC16-002420,08/24/2017 08:11:00 PM +0000,08/24/2017 08:19:00 PM +0000,08/24/2017 08:19:00 PM +0000,08/28/2017 03:08:00 PM +0000,2017,Scheduled Work,Repair - Detection - Video,,Austin Transportation Staff,TROUBLESHOOT AND REPAIR ITS DETECTION CAMERAS,N/A,"E/S/R NB CABLE FROM CABINET TO CAMERA REPLACE AND LANDED IN CABINET. E/S/R WB CAMERA CABLE REPLACED FROM CABINET TO CAMERA AND LANDED IN CABINET. ALL THREE DETECTION CARDS PROGRAMMED WITH IPs AND COMM. VERIFIED.

CARD 1 - 172.16.44.35
CARD 2 - 172.16.35.27
CARD 3 - 172.16.14.51",False,,,,,,, DUVAL RD / MOPAC EXPY SVRD,,,POINT (-97.716095 30.4090595)
WRK21-105450,Submitted,Flashing Beacon,,LOC17-010620,02/08/2021 01:54:00 PM +0000,07/29/2021 12:32:00 AM +0000,02/09/2021 07:31:00 PM +0000,07/29/2021 12:32:00 AM +0000,2021,Scheduled Work,"Installation - Install Heads, Installation - Cabinet, Installation - Cable, Knockdown Follow-Up",,Austin Transportation Staff,,Pedestrian crossing for WB knocked down.,"Rebuilt new pedestrian pole with new 4"" pipe, signs and button. Installed new cabinet to control WB and EB flashers. Wired in all cables and turned on power. Programmed flasher speed and duration to 35 seconds. Removed all trash and shut all pull boxes.",False,,,False,,,357: 1100 BLK W RIVERSIDE DR,1100 BLK W RIVERSIDE DR,,,POINT (-97.75455 30.263604)
WRK18-024825,Closed,No Asset / Unkown Location / Other,,,07/10/2018 02:57:00 PM +0000,07/24/2018 01:00:00 PM +0000,07/10/2018 03:46:00 PM +0000,07/24/2018 01:00:00 PM +0000,2018,Trouble Call,Other,School zone flasher is dented and facing the wrong side. 735 Montopolis Drive. ,311,School zone flasher . Pole is slanted and has a dent on pole. Facing wrong side,school zone flasher was facing the wrong way,Turned school zone so that it was facing the right way.,True,,,False,TMC18-068285,18-00220098,,,,,
WRK18-016645,Closed,No Asset / Unkown Location / Other,,,04/14/2018 09:28:00 PM +0000,05/17/2018 07:48:00 PM +0000,04/15/2018 05:34:00 PM +0000,05/17/2018 07:48:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,Between Avenue F and Avenue G. Going west bound.  Low hanging limbs are obstructing the light.,Trees blocking W/B PHB.,Cut tree limbs back and check visibility.,False,,,False,TMC18-052410,18-00107761,,,,,
WRK22-146850,Submitted,Signal,479,LOC16-002350,05/15/2022 03:03:00 PM +0000,05/15/2022 06:21:00 PM +0000,05/15/2022 06:21:00 PM +0000,,2022,Trouble Call,Signal Out or on Flash,,TMC/KITS,Parkfield/Payton Gin is in flash.,Red fail on all phases ,"Powered down the controller and reset the monitor. Walked intersection and verified all directions.

No problem found.",False,,,False,TMC22-293155,,, PAYTON GIN RD / PARKFIELD DR,,,POINT (-97.7101135 30.3622036)
WRK22-136005,Closed,School Beacon Zone,,LOC17-011805,01/02/2022 10:55:00 PM +0000,01/04/2022 06:41:00 PM +0000,01/03/2022 06:08:00 PM +0000,01/04/2022 06:41:00 PM +0000,2022,Trouble Call,Other,What looks like a battery door is open on the school zone flasher here.,311,Door Open on Flasher Light Westbound on Davis,School zone cabinet door open,Closed cabinet door and repaired hinge ,False,,,False,TMC22-275570,22-00001602,,5200 BLK DUVAL RD (DAVIS),,,POINT (-97.74135006 30.41862448)
WRK18-017090,Closed,School Beacon,,LOC17-011835,04/23/2018 01:31:00 PM +0000,05/14/2018 07:08:00 PM +0000,04/24/2018 05:04:00 PM +0000,05/14/2018 07:08:00 PM +0000,2018,Trouble Call,Timing Issue,,311,"Ref # 114515
Caller is saying that one of the flashers works in the morning but not in the evening and it is the flasher facing East. Near Narrow Oak.",no issue,"check SZ flasher on Oak View, schedule and connection work, LED works",False,,,False,TMC18-053500,18-00115680,,7100 BLK CARLWOOD DR (CARAWAY),,,POINT (-97.76954536 30.4196656)
